NOME,CATEGORIA,GRUPO,ESFERA,CRIAÇÃO,ATO LEGAL,ULTIMA ATUALIZAÇÃO,CODUC,ÓRGÃO GESTOR
ÁREA DE PROTEÇÃO AMBIENTAL GUANDÚ-AÇU,Área de Proteção Ambiental,US,municipal,"2004",Lei complementar nº 3591 de 09/07/2004,25/07/2018,0350.33.1872,"Secretaria Municipal de Meio Ambiente, Agricultura, Desenvolvimento Econômico e Turismo de Nova Iguaçu - RJ"
RESERVA BIOLÓGICA TRAÇADAL,Reserva Biológica,PI,estadual,"1990",Decreto nº 4583 de 29/03/1990,13/06/2011,0000.11.0770,Secretaria de Estado do Desenvolvimento Ambiental de Rondônia
RESERVA PARTICULAR DO PATRIMôNIO NATURAL RICA PAULO DE FRONTIN,Reserva Particular do Patrimônio Natural,US,estadual,"2014",Portaria nº 533 de 29/05/2014,21/06/2017,0000.33.3437,Instituto Estadual do Ambiente do Rio de Janeiro
MONUMENTO NATURAL MUNICIPAL DA PEDRA DE ITAOCAIA,Monumento Natural,PI,municipal,"2010",Lei ordinária nº 2326 de 10/05/2010,10/04/2018,0270.33.3484,Subsecretaria de Meio Ambiente de Maricá - RJ
PARQUE ESTADUAL DO ARATU,Parque,PI,estadual,"2002",Decreto nº 23.838/2002 de 27/12/2002,30/08/2012,0000.25.2333,Superintendência de Administração do Meio Ambiente da Paraíba
APA CORUMBATAÍ BOTUCATU TEJUPÁ PERIMETRO TEJUPá,Área de Proteção Ambiental,US,estadual,"1983",Decreto nº 20960 de 08/06/1983,17/10/2017,0000.35.1973,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE NACIONAL DA SERRA DO GANDARELA,Parque,PI,federal,"2014",Decreto nº Sem número de 14/10/2014,22/10/2014,0000.00.3136,Instituto Chico Mendes de Conservação da Biodiversidade
REFÚGIO DE VIDA SILVESTRE ESTADUAL DA LAGOA DA TURFEIRA,Refúgio de Vida Silvestre,PI,estadual,"2016",Decreto nº 45.574 de 03/03/2016,22/08/2018,0000.33.3550,Instituto Estadual do Ambiente do Rio de Janeiro
FLORESTA NACIONAL DE SÃO FRANCISCO DE PAULA,Floresta,US,federal,"1968",Portaria nº 561 de 25/10/1968,25/09/2007,0000.00.0133,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NACIONAL DO ARAGUAIA,Parque,PI,federal,"1959",Decreto nº 47570 de 31/12/1959,04/12/2007,0000.00.0168,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SALOBRO,Reserva Particular do Patrimônio Natural,US,federal,"1994",Portaria nº 52-N de 23/05/1994,26/08/2011,0000.00.1138,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DAS DUNAS,Reserva Particular do Patrimônio Natural,US,federal,"2004",Portaria nº 17 de 05/03/2004,26/08/2011,0000.00.1420,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEçãO AMBIENTAL BORORé-COLôNIA,Área de Proteção Ambiental,US,municipal,"2006",Lei ordinária nº 14162 de 25/05/2006,20/04/2011,5030.35.1961,Secretaria Municipal do Verde e do Meio Ambiente de São Paulo - SP
PARQUE NACIONAL DE JERICOACOARA,Parque,PI,federal,"2013",Decreto nº S/N de 05/06/2013,29/11/2007,0000.00.0162,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL DO JARDIM DO CARMO,Parque,PI,municipal,"2001",Decreto nº 20723 de 09/11/2001,17/11/2010,0455.33.1814,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
ESTAÇÃO ECOLÓGICA MATA DOS AUSENTES,Estação Ecológica,PI,estadual,"1974",Decreto nº 16580 de 24/09/1974,29/08/2012,0000.31.0363,Instituto Estadual de Florestas de Minas Gerais
RESERVA EXTRATIVISTA MARINHA MOCAPAJUBA,Reserva Extrativista,US,federal,"2014",Decreto nº sem número de 13/10/2014,12/02/2016,0000.00.3132,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE RELEVANTE INTERESSE ECOLóGICO DA PEDRA BRANCA,Área de Relevante Interesse Ecológico,US,estadual,"1987",Lei ordinária nº 5864 de 29/10/1987,28/08/2018,0000.35.3731,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ÁREA DE PROTEçãO AMBIENTAL DO BOQUEIRãO DA ONçA,Área de Proteção Ambiental,US,federal,"2018",Decreto nº 9337 de 06/04/2018,15/05/2018,0000.00.3655,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA EXTRATIVISTA DO BATOQUE,Reserva Extrativista,US,federal,"2003",Decreto nº S/N de 06/06/2003,24/09/2007,0000.00.0231,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LINDA SOFIA,Reserva Particular do Patrimônio Natural,US,estadual,"2013",Portaria nº 11-R de 14/03/2013,12/02/2016,0000.32.3262,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo
MONUMENTO NATURAL MUNICIPAL DO ENCONTRO DOS TRÊS RIOS,Monumento Natural,PI,municipal,"2010",Lei ordinária nº 3477 de 16/12/2010,17/09/2018,0600.33.3749,Secretaria Municipal de Meio Ambiente e Agricultura de Três Rios - RJ
RESERVA EXTRATIVISTA ANGELIM,Reserva Extrativista,US,estadual,"1995",Decreto nº 7095 de 08/09/1995,01/03/2012,0000.11.0743,Secretaria de Estado do Desenvolvimento Ambiental de Rondônia
RESERVA EXTRATIVISTA TERRA GRANDE PRACUUBA,Reserva Extrativista,US,federal,"2006",Decreto nº S/N de 06/06/2006,22/03/2016,0000.00.0282,Instituto Chico Mendes de Conservação da Biodiversidade
ARIE DO CÓRREGO CABECEIRA DO VALO,Área de Relevante Interesse Ecológico,US,estadual,"2007",Decreto nº 28.081 de 02/07/2007,18/08/2017,0000.53.1652,Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF
ÁREA DE PROTEÇÃO AMBIENTAL RIO CÊNICO ROTAS MONÇOEIRAS,Área de Proteção Ambiental,US,estadual,"2000",Decreto nº 9934 de 06/06/2000,23/09/2016,0000.50.1578,Instituto de Meio Ambiente do Mato Grosso do Sul
ESTAÇÃO ECOLÓGICA DE XITUÉ,Estação Ecológica,PI,estadual,"1957",Decreto nº 28153 de 24/04/1957,28/08/2018,0000.35.0911,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ÁREA DE PROTEçãO AMBIENTAL DA FOZ DO RIO DAS PREGUIçAS - PEQUENOS LENçóIS - REGIãO LAGUNAR ADJACENTE,Área de Proteção Ambiental,US,estadual,"1991",Decreto nº 11.899 de 09/10/1991,04/03/2011,0000.21.1889,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALTO DA MANTIQUEIRA,Reserva Particular do Patrimônio Natural,US,federal,"2011",Portaria nº 106 de 23/12/2011,01/08/2014,0000.00.2685,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL DO HORTO DOS CONTOS,Parque,PI,municipal,"2008",Lei ordinária nº 447 de 01/10/2008,21/12/2015,4610.31.2642,Secretaria de Meio Ambiente do Município de Ouro Preto / MG
PARQUE NATURAL MUNICIPAL DA CATACUMBA,Parque,PI,municipal,"1979",Decreto nº 1967 de 21/01/1979,18/11/2016,0455.33.1763,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
PARQUE ESTADUAL DE PORTO FERREIRA,Parque,PI,estadual,"1962",Decreto nº 40.991 de 07/11/1962,29/09/2017,0000.35.0823,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ÁREA DE PROTEÇÃO AMBIENTAL PIQUIRI-UNA,Área de Proteção Ambiental,US,estadual,"1990",Decreto nº 10.683 de 06/06/1990,28/06/2007,0000.24.1472,Instituto de Desenvolvimento Sustentável e Meio Ambiente do Rio Grande do Norte
"ÁREA DE PROTEÇÃO AMBIENTAL, DE USO SUSTENTÁVEL, SUCUPIRA",Área de Proteção Ambiental,US,municipal,"2017","Decreto nº DECRETO Nº 077, DE 09 DE NOVEMBRO DE 2017 de 09/11/2017",03/10/2018,1220.21.3605,Secretaria Municipal do Meio Ambiente de Timon - MA
PARQUE NATURAL MUNICIPAL DE CASTANHAL/PARÁ,Parque,PI,municipal,"2018",Lei orgânica nº 020/2018 de 08/06/2018,13/09/2018,0240.15.3739,Secretaria Municipal de Meio Ambiente de Castanhal - PA
PARQUE ESTADUAL DE AMAPORÃ,Parque,PI,estadual,"2011",Decreto nº 3280 de 21/11/2011,18/05/2018,0000.41.3183,Instituto Ambiental do Paraná
PARQUE NATURAL MUNICIPAL DO MONTE MOCHUARA,Parque,PI,municipal,"2007",Decreto nº 31 de 18/04/2007,26/04/2012,0130.32.2600,Secretaria Municipal de Meio Ambiente de Cariacica - ES
RESERVA EXTRATIVISTA MANDIRA,Reserva Extrativista,US,federal,"2002",Decreto nº S/N de 16/12/2002,25/09/2007,0000.00.0234,Instituto Chico Mendes de Conservação da Biodiversidade
APA DO MORRO DO LEME,Área de Proteção Ambiental,US,municipal,"1990",Decreto nº 9779 de 14/11/1990,15/03/2011,0455.33.1799,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DO CAPIVARI-MONOS,Área de Proteção Ambiental,US,municipal,"2001",Lei ordinária nº 13136 de 12/06/2001,20/04/2011,5030.35.1959,Secretaria Municipal do Verde e do Meio Ambiente de São Paulo - SP
PARQUE ESTADUAL DO TAINHAS,Parque,PI,estadual,"1975",Decreto nº 23.798 de 14/03/1975,28/04/2011,0000.43.2005,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS
PARQUE ESTADUAL DO POETA E REPENTISTA JUVENAL DE OLIVEIRA,Parque,PI,estadual,"2004",Decreto nº 25322 de 10/09/2004,30/08/2012,0000.25.2337,Superintendência de Administração do Meio Ambiente da Paraíba
PARQUE NATURAL MUNICIPAL VARGINHA,Parque,PI,municipal,"2012",Decreto nº 52973 de 14/02/2012,13/03/2015,5030.35.3139,Secretaria Municipal do Verde e do Meio Ambiente de São Paulo - SP
ESTAçãO ECOLóGICA ALTO MAUéS,Estação Ecológica,PI,federal,"2014",Decreto nº sem número de 17/10/2014,05/02/2016,0000.00.3131,Instituto Chico Mendes de Conservação da Biodiversidade
FLORESTA NACIONAL DE CANELA,Floresta,US,federal,"1968",Portaria nº 561 de 25/10/1968,16/10/2007,0000.00.0087,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL BARãO DE MAUá,Parque,PI,municipal,"2012",Decreto nº 2795/2012 de 30/10/2012,03/12/2012,0250.33.2789,Secretaria Municipal de Turismo e Meio Ambiente de Magé - RJ
REFÚGIO DE VIDA SILVESTRE DE BOA NOVA,Refúgio de Vida Silvestre,PI,federal,"2010",Decreto nº s/nº de 14/06/2010,15/07/2010,0000.00.1907,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL DO DOURADO,Parque,PI,municipal,"2002",Lei ordinária nº 2634 de 26/06/2002,28/08/2014,3880.35.3120,Prefeitura Municipal da Estância Turística de Piraju - SP
RESERVA EXTRATIVISTA QUILOMBO DO FRECHAL,Reserva Extrativista,US,federal,"1992",Decreto nº 536 de 21/05/1992,31/05/2011,0000.00.1520,Instituto Chico Mendes de Conservação da Biodiversidade
FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO TUCANO,Floresta,US,estadual,"1996",Decreto nº 7603 de 11/10/1996,13/06/2011,0000.11.0760,Secretaria de Estado do Desenvolvimento Ambiental de Rondônia
FLORESTA ESTADUAL DE TAPAUÁ,Floresta,US,estadual,"2009",Decreto nº 28.419 de 30/03/2009,05/02/2016,0000.13.1731,Secretaria de Estado do Meio Ambiente do Amazonas
PARQUE NATURAL MUNICIPAL DO FORTE DE TAMANDARE,Parque,PI,municipal,"2003",Decreto nº 13/2003 de 10/09/2003,05/07/2016,1485.26.3281,Secretaria do Meio Ambiente de Tamandaré - PE
FLORESTA ESTADUAL DE GUARULHOS,Floresta,US,estadual,"2010",Decreto nº 55.662 de 31/03/2010,11/10/2017,0000.35.2700,Instituto Florestal da Secretaria do Meio Ambiente do Estado de São Paulo - SP
ÁREA DE PROTEÇÃO AMBIENTAL DE FERNANDO DE NORONHA,Área de Proteção Ambiental,US,federal,"1986",Decreto nº 92755 de 05/06/1986,27/09/2007,0000.00.0015,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEçãO AMBIENTAL DO CAMPO GRANDE,Área de Proteção Ambiental,US,municipal,"2011",Decreto nº 17.357/11 de 18/06/2011,20/07/2012,0950.35.2638,Secretaria Municipal de Meio Ambiente - Prefeitura Municipal de Campinas
ÁREA DE PROTEÇÃO AMBIENTAL VARGEM DAS FLORES,Área de Proteção Ambiental,US,estadual,"2006",Lei ordinária nº 16197 de 26/06/2006,25/06/2014,0000.31.0370,Instituto Estadual de Florestas de Minas Gerais
APA DE SãO JOSé,Área de Proteção Ambiental,US,municipal,"1991",Lei ordinária nº 1769 de 02/10/1991,15/03/2011,0455.33.1825,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
PARQUE NATURAL MUNICIPAL DO PARAGEM,Parque,PI,municipal,"2007",Lei ordinária nº 3009 de 23/11/2007,05/04/2017,0370.50.1509,Instituto de Meio Ambiente de Dourados - MS
RESERVA PARTICULAR DO PATRIMôNIO NATURAL RESERVA YOGO,Reserva Particular do Patrimônio Natural,US,estadual,"2018",Portaria nº 16823 de 05/09/2018,01/10/2018,0000.29.3794,Secretaria do Meio Ambiente da Bahia
ÁREA DE PROTEÇÃO AMBIENTAL SERRA SÃO JOSÉ,Área de Proteção Ambiental,US,estadual,"1990",Decreto nº 30934 de 16/02/1990,05/10/2011,0000.31.0361,Instituto Estadual de Florestas de Minas Gerais
PARQUE MUNICIPAL NATURAL DO BREJO GRANDE,Parque,PI,municipal,"1980",Lei ordinária nº 907 de 06/08/1980,12/01/2018,4730.31.3233,"Secretaria do Meio Ambiente, Agropecuária e Turismo de Paraisópolis - MG"
REFúGIO DE VIDA SILVESTRE MATA LANçO DOS CAçõES,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,25/01/2016,0000.26.2239,Agência Estadual do Meio Ambiente de Pernambuco
RESERVA EXTRATIVISTA MÉDIO JURUÁ,Reserva Extrativista,US,federal,"1997",Decreto nº s/n de 04/03/1997,04/02/2016,0000.00.0235,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA SÃO MIGUEL II,Reserva Particular do Patrimônio Natural,US,federal,"2008",Portaria nº 12 de 12/03/2008,10/05/2018,0000.00.2176,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DAS GALÉS E DA PORTARIA,Área de Proteção Ambiental,US,estadual,"2002",Decreto nº 5.573 de 22/03/2002,06/08/2009,0000.52.1753,Secretaria Estadual do Meio Ambiente e dos Recursos Hídricos de Goiás
RESERVA BIOLÓGICA JAÍBA,Reserva Biológica,PI,estadual,"1973",Lei ordinária nº 6126 de 05/07/1973,21/08/2009,0000.31.0415,Instituto Estadual de Florestas de Minas Gerais
PARQUE NATURAL MUNICIPAL DAS ARAUCARIAS,Parque,PI,municipal,"1991",Lei ordinária nº 198 de 01/07/1991,18/09/2017,0940.41.3551,Secretaria Municipal de Meio Ambiente de Guarapuava - PR
ARIE DO CÓRREGO MATO GRANDE,Área de Relevante Interesse Ecológico,US,estadual,"2004",Decreto nº 25067 de 14/09/2004,18/08/2017,0000.53.1650,Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF
PARQUE NACIONAL DO SUPERAGUI,Parque,PI,federal,"1989",Decreto nº 97688 de 25/04/1989,04/12/2007,0000.00.0178,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NACIONAL DA AMAZÔNIA,Parque,PI,federal,"1974",Decreto nº 73683 de 20/02/1974,04/01/2016,0000.00.0136,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLÓGICA DO MANICORÉ,Reserva Biológica,PI,federal,e 2016 de 11/05/2016,Decreto nº 11 de maio de 2016 de 11/05/2016,18/05/2016,0000.00.3411,Instituto Chico Mendes de Conservação da Biodiversidade
APA MARINHA DO LITORAL SUL,Área de Proteção Ambiental,US,estadual,"2008",Decreto nº 53.527 de 09/10/2008,22/09/2015,0000.35.1724,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE ESTADUAL SERRA NOVA,Parque,PI,estadual,"2003",Decreto nº s/n de 22/10/2003,21/08/2009,0000.31.0888,Instituto Estadual de Florestas de Minas Gerais
ESTAÇÃO ECOLÓGICA DO JARDIM BOTÂNICO,Estação Ecológica,PI,estadual,"1992",Decreto nº 14422 de 27/11/1992,18/08/2017,0000.53.1654,Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF
PARQUE NACIONAL DA SERRA DA BODOQUENA,Parque,PI,federal,"2000",Decreto nº S/N de 21/09/2000,29/11/2007,0000.00.0143,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL - BAIXO RIO BRANCO,Área de Proteção Ambiental,US,estadual,"2006",Lei ordinária nº 555 de 18/07/2006,22/09/2011,0000.14.1927,Fundação Estadual do Meio Ambiente e Recursos Hídricos de Roraima
RESERVA EXTRATIVISTA DE CURURUPU,Reserva Extrativista,US,federal,"2004",Decreto nº S/N de 03/06/2004,07/01/2016,0000.00.0279,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL KOEHLER,Reserva Particular do Patrimônio Natural,US,estadual,"2015",Portaria nº 002/2015 de 03/07/2015,12/02/2016,0000.32.3237,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo
ÁREA DE PROTEÇÃO AMBIENTAL DO ALTO DO MUCURI,Área de Proteção Ambiental,US,estadual,"2011",Decreto nº 45.877 de 30/12/2011,29/08/2012,0000.31.2612,Instituto Estadual de Florestas de Minas Gerais
REFúGIO DE VIDA SILVESTRE MATA SERRA DO COTOVELO,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,10/09/2011,0000.26.2251,Agência Estadual do Meio Ambiente de Pernambuco
FLORESTA NACIONAL DE ITACAIUNAS,Floresta,US,federal,"1998",Decreto nº 2480 de 02/02/1998,07/11/2012,0000.00.0117,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CALIXTO,Reserva Particular do Patrimônio Natural,US,federal,"2009",Portaria nº 42 de 05/06/2009,26/08/2011,0000.00.2106,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL JACERUBA,Área de Proteção Ambiental,US,municipal,"2004",Lei complementar nº 3592 de 09/07/2004,05/09/2018,0350.33.1878,"Secretaria Municipal de Meio Ambiente, Agricultura, Desenvolvimento Econômico e Turismo de Nova Iguaçu - RJ"
RESERVA BIOLOGICA ESTADUAL DO SASSAFRAS,Reserva Biológica,PI,estadual,"1977",Decreto nº 2.221 de 07/02/1977,23/02/2016,0000.42.1830,Fundação de Meio Ambiente de Santa Catarina
PARQUE NATURAL MUNICIPAL DA RESTINGA DO BARRETO,Parque,PI,municipal,"2016",Decreto nº 139 de 03/12/2016,07/08/2018,0240.33.3553,Secretaria Municipal de Ambiente e Sustentabilidade de Macaé - RJ
PARQUE NATURAL MUNICIPAL DAS ANDORINHAS,Parque,PI,municipal,"2005",Lei ordinária nº 69/2005 de 29/07/2005,27/06/2012,4610.31.2632,Secretaria de Meio Ambiente do Município de Ouro Preto / MG
ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA TABATINGA,Área de Proteção Ambiental,US,federal,"1990",Decreto nº 99.278 de 06/06/1990,03/12/2007,0000.00.0012,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL KLAGESI,Reserva Particular do Patrimônio Natural,US,federal,"2005",Portaria nº 56 de 23/08/2005,26/08/2011,0000.00.2129,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL LAGOA DO JACARé DAS DUNAS DO SANTINHO,Parque,PI,municipal,"2016",Lei ordinária nº 9.948 de 12/01/2016,27/08/2018,0540.42.3430,Prefeitura Municipal de Florianópolis - SC
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PILÕES,Reserva Particular do Patrimônio Natural,US,federal,"2007",Portaria nº 15 de 15/10/2007,26/08/2011,0000.00.1057,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMôNIO NATURAL PEDRA BRANCA,Reserva Particular do Patrimônio Natural,US,estadual,"2013",Portaria nº 417 de 07/03/2013,25/11/2013,0000.33.2951,Instituto Estadual do Ambiente do Rio de Janeiro
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO MIGUEL,Reserva Particular do Patrimônio Natural,US,federal,"2008",Portaria nº 8 de 06/02/2008,26/08/2011,0000.00.2113,Instituto Chico Mendes de Conservação da Biodiversidade
ARIE DO BOSQUE,Área de Relevante Interesse Ecológico,US,estadual,"2001",Lei complementar nº 407 de 14/12/2001,18/08/2017,0000.53.1646,Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF
ÁREA DE PROTEÇÃO AMBIENTAL DE ALTER DO CHÃO,Área de Proteção Ambiental,US,municipal,"2003",Lei ordinária nº 17.771/2003 de 02/07/2003,23/10/2017,0680.15.3564,Secretaria Municipal de Meio Ambiente de Santarém - PA
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LEMBRANÇA,Reserva Particular do Patrimônio Natural,US,estadual,"2010",Portaria nº 143 de 12/11/2010,28/04/2011,0000.29.2031,Secretaria do Meio Ambiente da Bahia
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL POUSO ALTO,Reserva Particular do Patrimônio Natural,US,estadual,"2010",Portaria nº 106 de 29/03/2010,11/10/2011,0000.33.2281,Instituto Estadual do Ambiente do Rio de Janeiro
RESERVA BIOLÓGICA DO PARAZINHO,Reserva Biológica,PI,estadual,"1985",Decreto nº 5 de 21/01/1985,10/08/2007,0000.16.0291,Secretaria de Estado do Meio Ambiente do Amapá
PARQUE NATURAL MUNICIPAL DANZIGER HOF,Parque,PI,municipal,"1995",Lei ordinária nº 934 de 28/04/1995,18/04/2012,0370.41.2596,Secretaria de Agricultura e Meio Ambiente de Cambé / PR
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL POLEIRO GRANDE,Reserva Particular do Patrimônio Natural,US,estadual,"1998",Deliberação nº 05 de 08/05/1998,24/10/2012,0000.50.2754,Instituto de Meio Ambiente do Mato Grosso do Sul
ÁREA DE PROTEÇÃO AMBIENTAL DE MARICÁ,Área de Proteção Ambiental,US,estadual,"1984",Decreto nº 7.230 de 24/04/1984,07/03/2014,0000.33.0729,Instituto Estadual do Ambiente do Rio de Janeiro
