NOMEUC,CODUC,PROCESSO,EMPREENDIMENTO,EMPREENDEDOR,DESTINACAO,APLICACAO,ACAODEST,ACAOAPL,REUNIAO,TIPO,ANO
PARQUE NATURAL MUNICIPAL DA MATA ATLÂNTICA ALDEENSE,0520.33.3027,02001.104388/2017-99,Produção e Escoamento de Petróleo e Gás Natural do Polo Pré-Sal na Bacia de Santos - Etapa 2,PETROBRAS,"0","285000",,Manejo,"11",E,"2018"
RESERVA BIOLÓGICA DO PARQUE EQUITATIVA,0170.33.3230,02001.104388/2017-99,Produção e Escoamento de Petróleo e Gás Natural do Polo Pré-Sal na Bacia de Santos - Etapa 2,PETROBRAS,"0","285000",,Manejo,"11",E,"2018"
PARQUE NATURAL MUNICIPAL DE SãO GONçALO,0490.33.3215,02001.104388/2017-99,Produção e Escoamento de Petróleo e Gás Natural do Polo Pré-Sal na Bacia de Santos - Etapa 2,PETROBRAS,"0","285000",,Manejo,"11",E,"2018"
PARQUE NATURAL MUNICIPAL DA CIDADE,0455.33.1802,02001.104388/2017-99,Produção e Escoamento de Petróleo e Gás Natural do Polo Pré-Sal na Bacia de Santos - Etapa 2,PETROBRAS,"0","285000",,Manejo,"11",E,"2018"
PARQUE NATURAL MUNICIPAL PENHASCO DOIS IRMãOS -ARQUITETO SéRGIO BERNARDES,0455.33.1800,02001.104388/2017-99,Produção e Escoamento de Petróleo e Gás Natural do Polo Pré-Sal na Bacia de Santos - Etapa 2,PETROBRAS,"0","285000",,Manejo,"11",E,"2018"
PARQUE ESTADUAL  DE ILHABELA,0000.35.0855,02001.003482/2015-60,"SPE de Gás Natural do Pólo Pré-Sal da Bacia de Santos - Etapa 2: FPWSO Dynamic Producer, TLD de Franco - Blocos BMS-9 e BM-S-11",PETROBRAS,"0","193243",,Regularização,"11",E,"2018"
PARQUE NATURAL MUNICIPAL PROFESSOR JOÃO VASCONCELOS SOBRINHO,0410.26.2060,02001.007306/2005-25,BARRAGEM RIO DO BALSAMO,SEINFRA,"11110","0",Indefinido,,"11",E,"2018"
PARQUE NATURAL MUNICIPAL VEREDAS DOS CARAJáS,0215.15.3163,02001.002234/2005-20,PROJETO COBRE SALOBO,SALOBO METAIS S.A,"309651","0",Indefinido,,"11",E,"2018"
FLORESTA NACIONAL DE TAPIRAPÉ-AQUIRI,0000.00.0124,02001.002234/2005-20,PROJETO COBRE SALOBO,SALOBO METAIS S.A,"1000000","0",Aquisição,,"11",E,"2018"
FLORESTA NACIONAL DE ITACAIUNAS,0000.00.0117,02001.002234/2005-20,PROJETO COBRE SALOBO,SALOBO METAIS S.A,"700000","0",Manejo,,"11",E,"2018"
ÁREA DE PROTEÇÃO AMBIENTAL DO IGARAPÉ GELADO,0000.00.0022,02001.002234/2005-20,PROJETO COBRE SALOBO,SALOBO METAIS S.A,"1000000","0",Aquisição,,"11",E,"2018"
FLORESTA NACIONAL DE CARAJÁS,0000.00.0088,02001.002234/2005-20,PROJETO COBRE SALOBO,SALOBO METAIS S.A,"500000","0",Pesquisa,,"11",E,"2018"
RESERVA BIOLÓGICA DO TAPIRAPÉ,0000.00.0211,02001.002234/2005-20,PROJETO COBRE SALOBO,SALOBO METAIS S.A,"300000","0",Pesquisa,,"11",E,"2018"
PARQUE NACIONAL DOS CAMPOS FERRUGINOSOS,0000.00.3519,02001.002234/2005-20,PROJETO COBRE SALOBO,SALOBO METAIS S.A,"500000","0",Manejo,,"11",E,"2018"
PARQUE NACIONAL DOS CAMPOS FERRUGINOSOS,0000.00.3519,02001.002234/2005-20,PROJETO COBRE SALOBO,SALOBO METAIS S.A,"300000","0",Pesquisa,,"11",E,"2018"
PARQUE NACIONAL DA SERRA DA CANASTRA,0000.00.0144,02070.000032/2008-72,GASODUTO PAULINIA-JACUTINGA,NOVA TRANSPORTADORA DO SUDESTE S/A - NTS,"0","855638",,Regularização,"11",O,"2012"
PARQUE NACIONAL DE CAPARAO,0000.00.0160,02001.004858/2011-20,LT Mesquita - Viana,MGE TRANSMISSÃO S.A.,"0","152005",,Regularização,"11",O,"2012"
ÁREA DE PROTEçãO AMBIENTAL DE SANTANA DO PARAíSO,5895.31.2548,02001.004858/2011-20,LT Mesquita - Viana,MGE TRANSMISSÃO S.A.,"0","10000",,Pesquisa,"11",O,"2012"
PARQUE NACIONAL DA SERRA DA CANASTRA,0000.00.0144,02070.000032/2008-72,GASODUTO PAULINIA-JACUTINGA,NOVA TRANSPORTADORA DO SUDESTE S/A - NTS,"835638","0",Regularização,,"11",O,"2012"
ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,0000.41.0500,02001.004849/2012-10,LT JOINVILLE NORTE - CURITIBA C2.,INTERLIGAÇÃO ELÉTRICA SUL S.A.,"100000","0",Indefinido,,"11",O,"2012"
PARQUE ESTADUAL DE PORTO FERREIRA,0000.35.0823,02070.000032/2008-72,GASODUTO PAULINIA-JACUTINGA,NOVA TRANSPORTADORA DO SUDESTE S/A - NTS,"133333","0",Indefinido,,"11",O,"2012"
PARQUE ESTADUAL DA ARA,0000.35.0913,02070.000032/2008-72,GASODUTO PAULINIA-JACUTINGA,NOVA TRANSPORTADORA DO SUDESTE S/A - NTS,"133333","0",Indefinido,,"11",O,"2012"
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA JATOBÁ,0000.00.1063,02070.000032/2008-72,GASODUTO PAULINIA-JACUTINGA,NOVA TRANSPORTADORA DO SUDESTE S/A - NTS,"40000","0",Indefinido,,"11",O,"2012"
APA PIRACICABA JUQUERI MIRIM ÁREA I,0000.35.1974,02070.000032/2008-72,GASODUTO PAULINIA-JACUTINGA,NOVA TRANSPORTADORA DO SUDESTE S/A - NTS,"180000","0",Indefinido,,"11",O,"2012"
ESTAçãO ECOLóGICA DE MOGI-GUAçU,0000.35.2617,02070.000032/2008-72,GASODUTO PAULINIA-JACUTINGA,NOVA TRANSPORTADORA DO SUDESTE S/A - NTS,"133333","0",Indefinido,,"11",O,"2012"
ÁREA DE PROTEçãO AMBIENTAL DO ALTO IGUAçU,0000.33.2805,02001.004849/2012-10,LT JOINVILLE NORTE - CURITIBA C2.,INTERLIGAÇÃO ELÉTRICA SUL S.A.,"54865","0",Indefinido,,"11",O,"2012"
PARQUE NACIONAL DE JERICOACOARA,0000.00.0162,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","5032422",,Regularização,"12",E,"2019"
RESERVA EXTRATIVISTA LAGO DO CEDRO,0000.00.0287,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","4000000",,Regularização,"12",E,"2019"
RESERVA EXTRATIVISTA EXTREMO NORTE DO TOCANTINS,0000.00.0240,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","4000000",,Regularização,"12",E,"2019"
RESERVA EXTRATIVISTA MATA GRANDE,0000.00.0226,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","4000000",,Regularização,"12",E,"2019"
RESERVA EXTRATIVISTA  DO RECANTO DAS ARARAS DE TERRA RONCA,0000.00.0286,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","4000000",,Regularização,"12",E,"2019"
PARQUE NACIONAL MONTANHAS DO TUMUCUMAQUE,0000.00.0187,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","2000000",,Regularização,"12",E,"2019"
RESERVA BIOLÓGICA DO LAGO PIRATUBA,0000.00.0209,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","2000000",,Regularização,"12",E,"2019"
PARQUE NACIONAL DA SERRA DE ITABAIANA,0000.00.0147,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","2000000",,Regularização,"12",E,"2019"
PARQUE NACIONAL DO MONTE PASCOAL,0000.00.0182,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","1700000",,Aquisição,"12",E,"2019"
PARQUE NACIONAL MARINHO DOS ABROLHOS,0000.00.0185,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","1500000",,Regularização,"12",E,"2019"
RESERVA EXTRATIVISTA MARINHA DO DELTA DO PARNAIBA,0000.00.0225,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","1500000",,Aquisição,"12",E,"2019"
PARQUE NACIONAL DE APARADOS DA SERRA,0000.00.0158,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","1419453",,Regularização,"12",E,"2019"
PARQUE NACIONAL DO DESCOBRIMENTO,0000.00.0171,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","1100000",,Regularização,"12",E,"2019"
FLORESTA NACIONAL DE SARACÁ-TAQUERA,0000.00.0109,02001.001421/2005-96,PLATÔ ALMEIDAS,MINERAÇÃO RIO DO NORTE S.A,"0","1000000",,Regularização,"12",E,"2019"
FLORESTA NACIONAL DE MULATA,0000.00.0099,02001.001421/2005-96,PLATÔ ALMEIDAS,MINERAÇÃO RIO DO NORTE S.A,"0","1000000",,Regularização,"12",E,"2019"
RESERVA BIOLÓGICA DE COMBOIOS,0000.00.0195,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","1000000",,Aquisição,"12",E,"2019"
REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES,0000.00.3432,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","1000000",,Aquisição,"12",E,"2019"
PARQUE NACIONAL DO DESCOBRIMENTO,0000.00.0171,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","1000000",,Aquisição,"12",E,"2019"
PARQUE NACIONAL PAU BRASIL,0000.00.0176,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","1000000",,Aquisição,"12",E,"2019"
PARQUE NACIONAL DE JERICOACOARA,0000.00.0162,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","1000000",,Aquisição,"12",E,"2019"
RESERVA BIOLÓGICA DE SALTINHO,0000.00.0198,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","1000000",,Regularização,"12",E,"2019"
RESERVA BIOLÓGICA DE SALTINHO,0000.00.0198,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","1000000",,Aquisição,"12",E,"2019"
RESERVA BIOLÓGICA GUARIBAS,0000.00.0196,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","1000000",,Regularização,"12",E,"2019"
RESERVA BIOLÓGICA GUARIBAS,0000.00.0196,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","1000000",,Aquisição,"12",E,"2019"
RESERVA EXTRATIVISTA ACAú-GOIANA,0000.00.1563,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","1000000",,Regularização,"12",E,"2019"
RESERVA EXTRATIVISTA ACAú-GOIANA,0000.00.1563,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","1000000",,Aquisição,"12",E,"2019"
RESERVA EXTRATIVISTA MARINHA ARRAIAL DO CABO,0000.00.0251,02001.007721/2014-70,Produção e Escoamento de Gás Natural e Condensados. Campo de Merluza e Lagosta,PETROBRAS,"0","800000",,Aquisição,"12",E,"2019"
PARQUE NACIONAL MARINHO DAS ILHAS DOS CURRAIS,0000.00.2874,02001.003926/2014-86,TLD's - Área do Pré Sal - Blocos BM-S-9 e BM-S-11 - Bacia de Santos,PETROBRAS,"0","700000",,Aquisição,"12",E,"2019"
FLORESTA NACIONAL DE GOYTACAZES,0000.00.0091,02001.007721/2014-70,Produção e Escoamento de Gás Natural e Condensados. Campo de Merluza e Lagosta,PETROBRAS,"0","572339",,Aquisição,"12",E,"2019"
RESERVA EXTRATIVISTA MANDIRA,0000.00.0234,02001.003926/2014-86,TLD's - Área do Pré Sal - Blocos BM-S-9 e BM-S-11 - Bacia de Santos,PETROBRAS,"0","555827",,Aquisição,"12",E,"2019"
RESERVA BIOLÓGICA DO CÓRREGO GRANDE,0000.00.0205,02001.003926/2014-86,TLD's - Área do Pré Sal - Blocos BM-S-9 e BM-S-11 - Bacia de Santos,PETROBRAS,"0","500000",,Aquisição,"12",E,"2019"
FLORESTA NACIONAL DE RIO PRETO,0000.00.0122,02001.126421/2017-31,Gasoduto Búzios 1,PETROBRAS,"0","431514",,Aquisição,"12",E,"2019"
RESERVA EXTRATIVISTA MARINHA PIRAJUBAÉ,0000.00.0255,02001.126421/2017-31,Gasoduto Búzios 1,PETROBRAS,"0","430000",,Aquisição,"12",E,"2019"
FLORESTA NACIONAL DE MÁRIO XAVIER,0000.00.0127,02001.003926/2014-86,TLD's - Área do Pré Sal - Blocos BM-S-9 e BM-S-11 - Bacia de Santos,PETROBRAS,"0","300000",,Manejo,"12",E,"2019"
PARQUE NACIONAL MARINHO DOS ABROLHOS,0000.00.0185,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","300000",,Pesquisa,"12",E,"2019"
MONUMENTO NATURAL DAS ILHAS CAGARRAS,0000.00.0034,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","300000",,Pesquisa,"12",E,"2019"
PARQUE NACIONAL MARINHO DAS ILHAS DOS CURRAIS,0000.00.2874,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","300000",,Pesquisa,"12",E,"2019"
RESERVA BIOLÓGICA ATOL DAS ROCAS,0000.00.0203,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"0","300000",,Pesquisa,"12",E,"2019"
ESTAÇÃO ECOLÓGICA SERRA DA CANOA,0000.26.3312,02001.002626/2014-80,LT 500 KV SÃO JOÃO DO PIAUÍ-MILAGRES II- LUIS GONZAGA,ATE XIX TRANSMISSORA DE ENERGIA S.A.,"0","185227",,Aquisição,"12",E,"2019"
REFúGIO DA VIDA SILVESTRE TATU-BOLA,0000.26.3318,02001.002626/2014-80,LT 500 KV SÃO JOÃO DO PIAUÍ-MILAGRES II- LUIS GONZAGA,ATE XIX TRANSMISSORA DE ENERGIA S.A.,"0","185227",,Aquisição,"12",E,"2019"
FLORESTA NACIONAL DE SARACÁ-TAQUERA,0000.00.0109,02001.001421/2005-96,PLATÔ ALMEIDAS,MINERAÇÃO RIO DO NORTE S.A,"1000000","0",Regularização,,"12",E,"2019"
FLORESTA NACIONAL DE MULATA,0000.00.0099,02001.001421/2005-96,PLATÔ ALMEIDAS,MINERAÇÃO RIO DO NORTE S.A,"1000000","0",Regularização,,"12",E,"2019"
RESERVA DE DESENVOLVIMENTO SUSTENTáVEL ESTADUAL PONTA DO TUBARãO,0000.24.1468,02001.003336/2013-72,SISTEMA DE PRODUÇÃO E ESCOAMENTO DE GÁS E PETRÓLEO DO CAMPO DE CIOBA,PETROBRAS,"50000","0",Indefinido,,"12",E,"2019"
RESERVA EXTRATIVISTA MARINHA ARRAIAL DO CABO,0000.00.0251,02001.007721/2014-70,Produção e Escoamento de Gás Natural e Condensados. Campo de Merluza e Lagosta,PETROBRAS,"800000","0",Aquisição,,"12",E,"2019"
FLORESTA NACIONAL DE GOYTACAZES,0000.00.0091,02001.007721/2014-70,Produção e Escoamento de Gás Natural e Condensados. Campo de Merluza e Lagosta,PETROBRAS,"572339","0",Aquisição,,"12",E,"2019"
RESERVA EXTRATIVISTA MARINHA PIRAJUBAÉ,0000.00.0255,02001.126421/2017-31,Gasoduto Búzios 1,PETROBRAS,"430000","0",Aquisição,,"12",E,"2019"
FLORESTA NACIONAL DE RIO PRETO,0000.00.0122,02001.126421/2017-31,Gasoduto Búzios 1,PETROBRAS,"431514","0",Aquisição,,"12",E,"2019"
PARQUE NACIONAL MARINHO DAS ILHAS DOS CURRAIS,0000.00.2874,02001.003926/2014-86,TLD's - Área do Pré Sal - Blocos BM-S-9 e BM-S-11 - Bacia de Santos,PETROBRAS,"700000","0",Aquisição,,"12",E,"2019"
RESERVA BIOLÓGICA DO CÓRREGO GRANDE,0000.00.0205,02001.003926/2014-86,TLD's - Área do Pré Sal - Blocos BM-S-9 e BM-S-11 - Bacia de Santos,PETROBRAS,"500000","0",Aquisição,,"12",E,"2019"
FLORESTA NACIONAL DE MÁRIO XAVIER,0000.00.0127,02001.003926/2014-86,TLD's - Área do Pré Sal - Blocos BM-S-9 e BM-S-11 - Bacia de Santos,PETROBRAS,"300000","0",Manejo,,"12",E,"2019"
RESERVA EXTRATIVISTA MANDIRA,0000.00.0234,02001.003926/2014-86,TLD's - Área do Pré Sal - Blocos BM-S-9 e BM-S-11 - Bacia de Santos,PETROBRAS,"555827","0",Aquisição,,"12",E,"2019"
RESERVA EXTRATIVISTA LAGO DO CEDRO,0000.00.0287,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"4000000","0",Regularização,,"12",E,"2019"
RESERVA EXTRATIVISTA EXTREMO NORTE DO TOCANTINS,0000.00.0240,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"4000000","0",Regularização,,"12",E,"2019"
RESERVA EXTRATIVISTA MATA GRANDE,0000.00.0226,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"4000000","0",Regularização,,"12",E,"2019"
RESERVA EXTRATIVISTA  DO RECANTO DAS ARARAS DE TERRA RONCA,0000.00.0286,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"4000000","0",Regularização,,"12",E,"2019"
PARQUE NACIONAL DE APARADOS DA SERRA,0000.00.0158,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"1419453","0",Regularização,,"12",E,"2019"
PARQUE NACIONAL MARINHO DOS ABROLHOS,0000.00.0185,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"1500000","0",Regularização,,"12",E,"2019"
PARQUE NACIONAL MARINHO DOS ABROLHOS,0000.00.0185,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"300000","0",Pesquisa,,"12",E,"2019"
PARQUE NACIONAL DO MONTE PASCOAL,0000.00.0182,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"1700000","0",Aquisição,,"12",E,"2019"
RESERVA BIOLÓGICA DE COMBOIOS,0000.00.0195,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"1000000","0",Aquisição,,"12",E,"2019"
REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES,0000.00.3432,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"1000000","0",Aquisição,,"12",E,"2019"
MONUMENTO NATURAL DAS ILHAS CAGARRAS,0000.00.0034,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"300000","0",Pesquisa,,"12",E,"2019"
PARQUE NACIONAL MARINHO DAS ILHAS DOS CURRAIS,0000.00.2874,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"300000","0",Pesquisa,,"12",E,"2019"
PARQUE NACIONAL DO DESCOBRIMENTO,0000.00.0171,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"1100000","0",Regularização,,"12",E,"2019"
PARQUE NACIONAL DO DESCOBRIMENTO,0000.00.0171,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"1000000","0",Aquisição,,"12",E,"2019"
PARQUE NACIONAL PAU BRASIL,0000.00.0176,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"1000000","0",Aquisição,,"12",E,"2019"
RESERVA BIOLÓGICA ATOL DAS ROCAS,0000.00.0203,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"300000","0",Pesquisa,,"12",E,"2019"
PARQUE NACIONAL MONTANHAS DO TUMUCUMAQUE,0000.00.0187,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"2000000","0",Regularização,,"12",E,"2019"
PARQUE NACIONAL DE JERICOACOARA,0000.00.0162,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"5032422","0",Regularização,,"12",E,"2019"
PARQUE NACIONAL DE JERICOACOARA,0000.00.0162,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"1000000","0",Aquisição,,"12",E,"2019"
RESERVA BIOLÓGICA DO LAGO PIRATUBA,0000.00.0209,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"2000000","0",Regularização,,"12",E,"2019"
PARQUE NACIONAL DA SERRA DE ITABAIANA,0000.00.0147,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"2000000","0",Regularização,,"12",E,"2019"
RESERVA BIOLÓGICA DE SALTINHO,0000.00.0198,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"1000000","0",Regularização,,"12",E,"2019"
RESERVA BIOLÓGICA DE SALTINHO,0000.00.0198,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"1000000","0",Aquisição,,"12",E,"2019"
RESERVA BIOLÓGICA GUARIBAS,0000.00.0196,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"1000000","0",Regularização,,"12",E,"2019"
RESERVA BIOLÓGICA GUARIBAS,0000.00.0196,02001.004157/2005-42,SIS PRODUÇÃO E ESCOAM ÓLEO E GÁS NATURAL MÓD 1A FASE 1 DO CAMPO DO RONCADOR B. CAMPOS RJ,PETROBRAS,"1000000","0",Aquisição,,"12",E,"2019"
